2015-08	480.52118459597335
2015-11	59.48474386249662
2016-01	61.06607047719755
2016-05	47.04660952446611
2016-09	32.627612247555916
2016-12	61.466586775372036
2017-02	55.580090162628785
2017-06	56.787722309366714
2018-03	2.728079891162339
2018-07	2.2749347554397223
2018-10	3.070402143025964
2019-04	4.128024532009265
2015-10	74.16931809333937
2016-04	22.670632047055033
2016-08	59.08198737289754
2016-11	39.64431643834719
2017-01	56.2028595653546
2017-05	124.84777365194091
2017-09	34.38888521827762
2017-12	13.737046580114802
2018-02	6.230362795091119
2018-06	2.8085234163057384
2019-03	3.823274668678085
2016-03	45.85306412778221
2016-07	95.7782351058283
2016-10	32.44442633970801
2017-04	111.35007462191645
2017-08	48.27395651885113
2017-11	29.64110327473829
2018-01	11.164572720750485
2018-05	2.4981909136533793
2018-09	3.7334811019824246
2018-12	5.944894163484925
2019-02	3.9808452645115224
2019-06	3.0362427767093716
2015-09	70.46467945768248
2015-12	26.764096183940545
2016-02	65.5476087599061
2016-06	30.490334850060705
2017-03	177.0215809422366
2017-07	64.98146379272238
2017-10	26.7369104247474
2018-04	2.449268234852154
2018-08	2.398950798112632
2018-11	5.397909048901701
2019-01	4.454813888902632
2019-05	4.005277417446004
